XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,0,8,0,8,185,2967649,Arc de Triomf ,98,"Apr 7, 2025, 5:24:00 PM"
